PT_NAME_FR,SOC_NAME_FR,id_effet_secondaire
Ulcere de l'oeil,Affections oculaires,4506
Adenome benin,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4507
Abces perinephrique,Infections et infestations,4508
Nephrocalcinose,Affections du rein et des voies urinaires,4509
Syndrome de Fanconi,"Affections congenitales, familiales et genetiques",4510
Osteomalacie hypophosphatemique,Affections musculosquelettiques et du tissu conjonctif,4511
Candidose oropharyngee,Infections et infestations,4512
Infection de plaie a  Pseudomonas,Infections et infestations,4513
Necrose du sein,Affections des organes de reproduction et du sein,4514
Reaction hypotensive a  la transfusion,"Lesions, intoxications et complications d'interventions",4515
Fragilite dentaire,Affections gastro-intestinales,4516
Insuffisance hepatique chronique,Affections hepatobiliaires,4517
Dilatation de l'oesophage,Affections gastro-intestinales,4518
Hydrodistension de la vessie,Actes medicaux et chirurgicaux,4519
Papillome conjonctival,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4520
Tumeur de la paupiere,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4521
Alteration de la mobilite au site d'injection,Troubles generaux et anomalies au site d'administration,4522
Pression intra-abdominale augmentee,Investigations,4523
Produit contrefait suspecte,Problemes de produit,4524
Fuite d'un dispositif,Problemes de produit,4525
Acidose respiratoire,"Affections respiratoires, thoraciques et mediastinales",4526
Trouble cerebrovasculaire,Affections du systeme nerveux,4527
Score augmente sur l'echelle d'evaluation du handicap,Investigations,4528
Rupture veineuse,Affections vasculaires,4529
Phlebosclerose,Affections vasculaires,4530
Metabolisme basal augmente,Troubles du metabolisme et de la nutrition,4531
Fluctuations de la temperature corporelle,Investigations,4532
Rash au site de perfusion,Troubles generaux et anomalies au site d'administration,4533
Toxicite neuromusculaire,Affections du systeme nerveux,4534
Probleme d'utilisation du dispositif,"Lesions, intoxications et complications d'interventions",4535
Inflammation de l'oreille,Affections de l'oreille et du labyrinthe,4536
Maladie du greffon contre l'ha´te,Affections du systeme immunitaire,4537
Syndrome nephritique,Affections du rein et des voies urinaires,4538
Oedeme palatal,Affections gastro-intestinales,4539
Affection diaphragmatique,"Affections respiratoires, thoraciques et mediastinales",4540
Syndrome pied-main-bouche,Infections et infestations,4541
Decompression du canal carpien,Actes medicaux et chirurgicaux,4542
Dysdiadococinesie,Affections du systeme nerveux,4543
Demarche spastique,Affections du systeme nerveux,4544
Astigmatisme,Affections oculaires,4545
Formation de gel dans le produit,Problemes de produit,4546
Affection peritoneale,Affections gastro-intestinales,4547
Perforation peritoneale,Affections gastro-intestinales,4548
Glomerulosclerose intercapillaire,Affections du rein et des voies urinaires,4549
Hemorragie de l'intestin graªle,Affections gastro-intestinales,4550
Cancer de l'endometre stade IV,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4551
Tumeur maligne de la moelle epiniere,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4552
Anastomose intestinale,Actes medicaux et chirurgicaux,4553
Dacryoadenite acquise,Affections oculaires,4554
Volume plaquettaire moyen diminue,Investigations,4555
Dermatite infectee,Infections et infestations,4556
Etourdissement lie a  une intervention,"Lesions, intoxications et complications d'interventions",4557
Probleme de deploiement de dispositif,Problemes de produit,4558
Vomissement lie a  une intervention,"Lesions, intoxications et complications d'interventions",4559
Attenuation de la toxicite de la chimiotherapie,Actes medicaux et chirurgicaux,4560
Tumeur desmoide,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4561
Hypersensibilite au site d'application,Troubles generaux et anomalies au site d'administration,4562
arosion de la muqueuse buccale,Affections gastro-intestinales,4563
Necrose de moelle osseuse,Affections hematologiques et du systeme lymphatique,4564
Toxoplasmose disseminee,Infections et infestations,4565
arosion gastro-intestinale,Affections gastro-intestinales,4566
Dermatofibrosarcome protuberant,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4567
Adenome du tube digestif,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4568
Complication de stomie des voies urinaires,"Lesions, intoxications et complications d'interventions",4569
Trouble du tissu conjonctif,Affections musculosquelettiques et du tissu conjonctif,4570
Persistance du pli cutane,Investigations,4571
Carcinome epidermoide du poumon,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4572
Lymphome diffus a  grandes cellules B stade III,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4573
Dysfonctionnement renal tubulaire,Affections du rein et des voies urinaires,4574
Hypercreatinemie,Affections musculosquelettiques et du tissu conjonctif,4575
Retard de la motricite fine,Affections du systeme nerveux,4576
Gaªne tendineuse,Affections musculosquelettiques et du tissu conjonctif,4577
Induration au site de ponction,Troubles generaux et anomalies au site d'administration,4578
Papule au site dâinjection,Troubles generaux et anomalies au site d'administration,4579
Fistule anale infectee,Infections et infestations,4580
Prurit anal,Affections gastro-intestinales,4581
Abces de la cloison rectovaginale,Infections et infestations,4582
Leucemie aigue a  precurseurs B,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4583
Immunoglobulines E sanguines anormales,Investigations,4584
Mucocele des glandes salivaires,Affections gastro-intestinales,4585
Paralysie peripherique,Affections du systeme nerveux,4586
Dispositif imbrique,Problemes de produit,4587
aosinophiles diminues,Investigations,4588
Monocytes diminues,Investigations,4589
Listeriose,Infections et infestations,4590
Paresthesie de l'oreille,Affections de l'oreille et du labyrinthe,4591
Leucoplasie,Affections de la peau et du tissu sous-cutane,4592
Tularemie,Infections et infestations,4593
Comportement regressif,Affections psychiatriques,4594
Pose de stent aortique,Actes medicaux et chirurgicaux,4595
Pneumatose intestinale,Affections gastro-intestinales,4596
Test cytomegalovirus positif,Investigations,4597
Lymphome de Burkitt,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4598
Fuite biliaire postintervention,"Lesions, intoxications et complications d'interventions",4599
Necrose radique,"Lesions, intoxications et complications d'interventions",4600
Exerese de greffe renale,Actes medicaux et chirurgicaux,4601
Complications liees a  une greffe renale,"Lesions, intoxications et complications d'interventions",4602
Anemie microcytaire,Affections hematologiques et du systeme lymphatique,4603
Maculopathie,Affections oculaires,4604
Degenerescence maculaire seche liee a  l'a¢ge,Affections oculaires,4605
Vision tunnellaire,Affections du systeme nerveux,4606
Anomalie des mouvements conjugues des yeux,Affections oculaires,4607
Augmentation de taille de glande salivaire,Affections gastro-intestinales,4608
Destruction articulaire,Affections musculosquelettiques et du tissu conjonctif,4609
Lesion de l'oreille,"Lesions, intoxications et complications d'interventions",4610
Panniculite,Affections de la peau et du tissu sous-cutane,4611
Cholesteatome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4612
Aura typique sans cephalee,Affections du systeme nerveux,4613
Amaurose fugace,Affections oculaires,4614
Sclerose valvulaire aortique,Affections cardiaques,4615
Kyste de la glande pineale,Affections du systeme nerveux,4616
Dilatation atriale,Affections cardiaques,4617
Complication au site d'instillation,Troubles generaux et anomalies au site d'administration,4618
Fistule infectee,Infections et infestations,4619
arytheme genital,Affections des organes de reproduction et du sein,4620
Carcinome pulmonaire type cellulaire non precise stade III,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4621
Infection oesophagienne,Infections et infestations,4622
Hemophilie,"Affections congenitales, familiales et genetiques",4623
Lesion veineuse,"Lesions, intoxications et complications d'interventions",4624
Syndrome inflammatoire de restauration immunitaire,Affections du systeme immunitaire,4625
Cecite diurne,Affections oculaires,4626
Hemorragie interne,Affections vasculaires,4627
Occlusion duodenale,Affections gastro-intestinales,4628
Tumeur benigne des glandes salivaires,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4629
Parotidectomie,Actes medicaux et chirurgicaux,4630
Infection fongique anale,Infections et infestations,4631
Hemorragie d'ulcere de la peau,Affections de la peau et du tissu sous-cutane,4632
Infection a  Legionella,Infections et infestations,4633
Fistule gastrique,Affections gastro-intestinales,4634
Oedeme oesophagien,Affections gastro-intestinales,4635
Hemorragie du penis,Affections des organes de reproduction et du sein,4636
Perforation tumorale,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4637
Produit therapeutique inefficace,Troubles generaux et anomalies au site d'administration,4638
Utilisation des muscles respiratoires accessoires,"Affections respiratoires, thoraciques et mediastinales",4639
Rejet de greffe du foie,Affections du systeme immunitaire,4640
Infection a  Chlamydia,Infections et infestations,4641
Metastases gastriques,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4642
Melanome choroide,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4643
Cancer du cerveau metastatique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4644
Hyperchlorhydrie,Affections gastro-intestinales,4645
Trouble de l'identite dissociatif,Affections psychiatriques,4646
Constipation postintervention,"Lesions, intoxications et complications d'interventions",4647
Infection masquee,Infections et infestations,4648
Corps etranger intra-articulaire,Affections musculosquelettiques et du tissu conjonctif,4649
Infection du lit d'ongle,Infections et infestations,4650
Bronchiolite obliterante,"Affections respiratoires, thoraciques et mediastinales",4651
Hypergammaglobulinemie monoclonale benigne,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4652
Endocardite staphylococcique,Infections et infestations,4653
Lymphome a  cellules du manteau,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4654
Labyrinthite virale,Infections et infestations,4655
Bypass gastrique,Actes medicaux et chirurgicaux,4656
Maladie veineuse peripherique,Affections vasculaires,4657
Suture,Actes medicaux et chirurgicaux,4658
Jejunostomie,Actes medicaux et chirurgicaux,4659
arosion genitale,Affections des organes de reproduction et du sein,4660
Sclerodermie,Affections musculosquelettiques et du tissu conjonctif,4661
Meningite meningococcique,Infections et infestations,4662
Orchite,Infections et infestations,4663
Metastases au bassin,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",4664
Anisocorie,Affections oculaires,4665
Pericardite infectieuse,Infections et infestations,4666
Keratose actinique,Affections de la peau et du tissu sous-cutane,4667
Hemorragie de la moelle epiniere,Affections du systeme nerveux,4668
Purpura senile,Affections de la peau et du tissu sous-cutane,4669
Iridocyclite,Affections oculaires,4670
Hemorragie par ulcere gastro-intestinal,Affections gastro-intestinales,4671
Deviation de la cloison nasale,"Affections respiratoires, thoraciques et mediastinales",4672
achec de la vaccination,Troubles generaux et anomalies au site d'administration,4673
Trouble explosif intermittent,Affections psychiatriques,4674
Pneumothorax traumatique,"Lesions, intoxications et complications d'interventions",4675
